id,review,category,human_truth,validation_status,llm_child,llm_pet,llm_handicap,bert_child,bert_pet,bert_handicap,kw_child,kw_pet,kw_handicap
864,Hi Everyone! My family is travelling to Orlando (seven: total) and I use a power wheelchair. We are looking for a place that has a roll-in shower in a private en-suite on the main floor of a home. Neither of the temporary stay places provide good search tools to seek out accessible accommodation. Do any of you have a favourite place you have already stayed and it worked out really well? Much appreciated. Greg,child,1,llm_validated,1,0,1,0,0,1,1,0,1
191,"I just signed up and am so happy to have found this resource 😄. My husband has MS, currently using a manual wheelchair. We are looking into an electric wheelchair and a van soon so any advice is always welcome. Years ago we used to take family trips to the Outer Banks in North Carolina and rent a house by the beach. With the limited mobility changes we have lately only stayed in hotels with roll in showers but I would love to hear if anyone has found any beach homes along the east coast that would accommodate us and what advice/mobility aides you have used to make this work! When we travel he really misses the power lift recliner and the adjustable bed (which helps him to stand to transfer.) Have you ever rented a recliner when traveling? Looking forward to learning a lot from this site!",child,1,llm_validated,1,0,1,0,0,1,1,0,1
1584,From a member of our community: Are there any places out there that have hospital beds available? My son needs the head elevated and the side rails.,child,0,llm_validated,1,0,0,0,0,0,1,0,0
1325,"From a Community Member: My family is considering a trip to Italy (2024) for the closing ceremony of the Olympics. We would then travel to a couple other countries. My oldest has Cerebral Palsy and utilizes a power wheelchair. My husband is having second thoughts because of this. Might you have any suggestions and tips to help encourage us? I’m thinking this will be one of her few, or only, opportunities to travel abroad. Thanks for your help!",child,0,llm_validated,1,0,1,0,0,1,1,0,1
804,"What does ""ADA tub"" really mean, when searching on AccessibleGo? I'm asking because my son has ALS and uses a wheelchair, but at home he uses a slide-in shower chair. Otherwise, he would need a roll in shower with a seat.",child,0,llm_validated,1,0,1,0,0,1,1,0,1
1051,"Hi! I’m Donna, I’ve been here for a week or 2 but haven’t written an intro so… I had a stroke in October of 2022, leaving me with left hemiparesis. My husband and I love to travel so this has been a big adjustment. We live in the Tampa, Florida area and I am extremely familiar with Disney and the beaches if anyone ever has any questions! We are planning on going to Italy next summer with our kids(18 and 22) as a hs and college graduation trip so I’ll be stalking everyone’s posts and asking lots of questions as I’ve never been!It’s great to be here with like minded folks who refuse to be limited by their challenges!",child,0,llm_validated,1,0,0,0,0,0,1,0,0
938,"Hi, I'm Pam, a proud Disney Adult! I completed an internship at Walt Disney World through Disney University, worked there for a few years, and am now a religious vlog watcher and travel agent! You would think that I would've known all that there is to know about Walt Disney World with that resume, but it wasn't until I traveled with family and friends with disabilities that I learned first-hand about accessible travel. To me, being a true ally to the disabled community is learning from their lived experiences, so I am grateful that I now have this knowledge to pass on along with all of my other tips and tricks! Walt Disney World is beloved for many reasons, and one of those is its vast options of accessible activities. I recommend reading the descriptions of the rides online ahead of time to see which ones not only seem accessible for you, but are experiences that you would enjoy! Some rides you can stay in a power wheelchair, while others require a transfer. Some rides have specific seats for those needing to transfer. One example is the brand new Tron ride at Magic Kingdom. The standard seat looks similar to a motorcycle, but there is a ""caboose"" in the back that is an accessible seat. If you are capable of transferring, one thing that I learned is that when the cast members (workers) ask ""can you transfer?"" first ask ""what are my options?"" One example for this is the Jungle Cruise ride in Magic Kingdom. My friend said that she could transfer and she did. The steepness of the stairs getting into and out of the ride were more steep than she thought. My daughter and I ended up helping her quite a bit, which we were happy to do, but we found out after that there was an accessible boat where she could have stayed in a wheelchair! Another great option is the Disability Access Pass (DAS) which is intended for guests who have difficulty tolerating extended waits in a conventional queue environment due to a disability. This pass allows guests to request a return time for a specific experience that is comparable to the current standby wait. This feature permits guests using the DAS to enjoy other experiences in the park instead of physically waiting in the standby line. Guests can register in person or pre-register via live video call (the guest with a disability must be present) and use DAS Advance pre-arrival planning. It is most convenient to use the DAS on the My Disney Experience app which is available for smart phones. This app has so many great features. Besides the DAS, two that are very helpful are the listed updated wait times and the ability to pre-order quick service food. Speaking of planning ahead, while there are wheelchairs and mobility scooters available to rent (for a fee) at the parks, it is much more economical and efficient to rent through an outside company. When mobility aids are rented through the park, they have to stay in the park. Renting through an outside company allows you to take the wheelchair or scooter anywhere. Some of the resorts at Walt Disney World are huge, so the walk from the hotel to the bus could be very exhausting. A company called Scooterbug is the exclusive provider of mobility devices for Walt Disney World. This distinction is important because they can drop off the scooter at your resort without you being present. With the possibility of flight delays or other mishaps, this service offers great peace of mind. One thing that we learned when asking the front desk for my friend's scooter: if you book through an agent, the device could possibly be under their name. Mobility devices and scooters aren't the only pieces of equipment available for rent (from other companies - Scooterbug only offers wheelchairs, scooters, and strollers). One example for this is that my friend rented an IV pole for her feeding tube. While enjoying is priority number one, it is also a good idea to know the medical services available ahead of time just in case. AdventHealth is the official healthcare provider of Walt Disney World. They have medical equipment for rent, urgent care services, virtual appointments available 24/7, in-park first aid, and a new full-service emergency room minutes from Walt Disney World. While we never like to think about these things happening on vacation, knowing that these services are conveniently available and accessible provides peace of mind when travelling. Walt Disney World has accessible room options in all of their hotels. It is important to think about what you need ahead of time so that questions can be asked before booking the room. Some of these questions are the height of the bed and whether you need a powered door to get in and out of the room. Only you know what you need best! Working with a travel agent who has experience in accessible travel can also help you to brainstorm some questions specific to your needs. I could talk about Walt Disney World all day long! If you have any questions, let them in the comments below and I’m happy to answer. You can also search and book on accessible GO today!",child,0,llm_validated,1,0,1,0,0,1,1,0,1
682,"Hi all. My son is 17 and gets around in a manual wheelchair. Is there an inexpensive country that has decent wheelchair access? I realize I may be asking for a unicorn, but I am looking at Central America, and SE Asia (Malaysia, Indonesia, maybe Thailand). Honestly, if there were an airbnb/rental that had a handicapped accessible bathroom, and in a city/town with sidewalks, that would work. He can transfer into a regular car if it is a 4 door. Toying with the idea of staying for 2-3 months. But it may be a pipe dream.",child,0,llm_validated,1,0,1,0,0,1,1,0,1
554,"Hi, I’m New to this site. I am a 49yr old female with multiple sclerosis & have been in a w/c for about 3-4 yrs now. I am married with 2 adult sons, ages 21 & 26. I used to be a labor & delivery nurse which I miss. Wanting and anxious to learn any travel tips & tricks as whenever we go somewhere it just never goes smoothly in re to flying & “handicapped” hotel rooms.",child,0,llm_validated,1,0,1,0,0,1,1,0,1
167,"My husband does digital work and could conceivably get a digital nomad visa. Our son is 18 and in a manual wheelchair. Seriously…is there any country beyond Canada that would have any level of decent accessibility? right now, options are: Malaysia Thailand Vietnam Dominica (the island, not the Republic) Grenada Guatemala (Antigua) Spain Portugal Thanks!",child,0,llm_validated,1,0,1,0,0,1,1,0,1
837,"We just visited the Hilton Resort in Quebec City in Canada after a great cruise. However the hotel is terrible for assessable needs. Even though their website promotes assessable, it is NOT assessable! The only thing included was wide door openings. There was no ADA higher toilet. It was extremely low as if designed for a child. There were no handrails around the toilet either. The shower did not have a chair to sit on. The shower had only one hold bar that was opposite the controls and was under the shower head. You could not reach the hold bar while standing by the water controls. We had reserved a one bedroom suite and the bed was so wide that you could not ride a wheelchair or rollator to move upward towards the headboard to get onto the bed itself! We were extremely disappointed in this hotel, especially when we were told that all their “assessable” rooms were the same way. I guess Canada has a different attitude toward assessability. At least we would think that Hilton would understand and mandate their hotels to minimum standards. Use caution when reserving rooms in Canada!",child,0,llm_validated,1,0,1,0,0,1,1,0,1
1760,"I need to get my daughter who is in a wheelchair from Burbank airport where we fly into up to a Spina Bifida Camp in Lake Hughes, CA which is an hour north of there. I need to get get her there on a Sunday and pick her up on a Thursday. I don’t know if I can rent a vehicle just for the day each day or what other options there are because I don’t want to pay or have to drive it around in LA that week while I stay in the state while she is there. Any ideas or companies people know could help, please let me know.",child,0,llm_validated,1,0,1,0,0,1,1,0,1
1486,"My son who is autistic LOVES trains, and wants me to take him on the L.A. to NYC scenic tour. Has anyone traveled on Amtrak using their accessibility options? Experience, good or bad? Father and son are going to do this.",child,0,llm_validated,1,0,1,0,0,1,1,0,1
48,My name is Andrea and I’m new to this group. My 34 year old daughter has CP and is confined to a wheelchair. I recently retired and my husband and I love to travel with our daughter.,child,0,llm_validated,1,0,1,0,0,1,1,0,1
1126,Hello! We will be traveling to Orlando soon to get my son a service dog from Canine Companions. We are planning on dividing the trip in to 2 days. We are looking for an accessible hotel around Valdosta Georgia. Does anyone have any recommendations? Heather Hooper,child,0,llm_validated,1,1,1,0,1,0,1,1,1
587,"My granddaughter is getting married in a few weeks. She and her future hubs reserved a block of rooms at the Marriott Detroit at the Renaissance Center. When they arranged for the rooms, they provided their contact person with our specific needs, i.e. a mobility handicapped room for one person (son, 34) with a connecting or adjoining room for 2, so we can assist our son as needed. The reservations clerk took note of the wedding party and seemed very competent. When I received email confirmation after the rooms were booked, the following note was at the bottom of the confirmation page: “Detroit Marriott at the Renaissance Center will make every effort to accommodate the below requests, however they are not guaranteed. HANDICAPPED; C1” The hotel front desk refuses to discuss, saying I must use the 800# for reservations. The reservations people say they are powerless to guarantee the handicapped room. My granddaughter has reached out to her contact person who set up the block of rooms, but has been ghosted for over a week. We are only planning to stay one night, so my son can survive an overnight without a shower. What is not negotiable is the installation of grab bars at the toilet, as he is unable to transfer without them. The lack of a guaranteed handicapped room puts us in an impossible situation. I can still cancel our reservation, and find another hotel, or we can drive home several hours late at night in unpredictable early March weather, following a long and very busy and tiring day. Has anyone else had this experience with hotel reservations? It seems like a violation of ADA. I am trying not to go nuclear for my granddaughter’s sake, but I am maddened by this policy and the inability to reach anyone at the hotel in a position to effect change. Does anyone have advice on how to handle this situation?",child,0,llm_validated,1,0,1,0,0,1,1,0,1
1775,miami.cbslocal.com – 19 Apr 19 Miami Int'l Airport Opens Its First Multi-Sensory Room For Kids With Autism A brand new Multi-Sensory Room for kids with autism and other special needs had it's grand opening today at Miami International Airport. MIA's ceremony for the room kicked off their celebration of Autism Awareness Month.,child,0,llm_validated,1,0,1,0,0,0,1,0,1
1260,"I was diagnosed with EDS, Ehlers Danlos Syndrome. It’s a progressive disease with no cure and one that I have passed on to my children unknowingly. I am lucky I made it to my 30’s before the pain became unmanageable and now, I live with what I thought I couldn’t bear and all of it comorbidities. I know my children will face the same future and hopefully not have a harder path in front of them. Upon learning of my own diagnosis, we made some decisions with doctors and moved out of state for a better medical future and out of the cold climates. My spouse sold his very successful business and we started from scratch in hopes of providing the best future possible to our children. We built an ADA home for them, and we know our future holds those accommodations. It is now that I have learned there is little support for those with disabilities. So, when looking for a new business in our new town, we choose Mobility City of Las Vegas. It’s a company where we sell, rent and repair Durable Medical Equipment such as Wheelchair, Scooters, Hospital Beds, Patient Lifts, etc. It has given us the chance to work as a family. My husband and I run the business and our 16 year old works weekends with us. We are trying to build a company to pass down to them and as they grow each child will have the opportunity to work for the store or be able to utilize the equipment they will need in the future at a lower cost. We took our new family diagnosis and turned it into a new family business.",child,0,agreed,1,0,1,1,0,1,1,0,1
93,"Hello! I stumbled upon accessiblego several years ago, but never had the urge to travel. Fast-forward to today and I am now seriously considering taking short, 2-day trips with my daughter this year before she goes off to college. I have my own wheelchair van and want to stay within driving distance since I don’t know any other way to travel with my power wheelchair. A little about me: I am a 48 y/o mom of an amazing 17 y/o daughter living in CT. I am a functional quadriplegic due to having MS (Multiple Sclerosis). My lower body is completely paralyzed and my upper body has limited movement (basically enough to drive my power wheelchair and use my phone/iPad). I have been wheelchair bound for about 10 years now but when I was younger, I enjoyed performing in musical theater productions. I still like to attend local performances several times a year… especially with my daughter! My goal is to get us away from only local theater this year and possibly get her to see a show on Broadway!",child,0,llm_validated,1,0,1,0,0,1,1,0,1
1671,"Hi Everyone, this is Sam, part of the accessibleGO team. A community member is traveling with her son to Greenville, SC and is looking for a hotel recommendation. She needs a roll-in shower with grab bars by the toilet for a 2 night stay in the coming weeks. Any suggestions would be greatly appreciated.Thank you!",child,0,llm_validated,1,0,1,0,0,1,1,0,1
623,Hi! My husband and I want to take a vacation with our three adult kids. We are thinking Michigan. I want somewhere that has good accessible places and where my family can also go hiking. I think we’re going to rent a B&B. If anyone has suggestions I would appreciate it. I’m new to needing accommodation so this is not something I’m used to. Thank you!,child,0,agreed,1,0,1,1,0,1,1,0,1
16795,Sharing Christmas with my family.  Singing   Reading beside a fireplace,child,1,agreed,1,0,0,1,0,0,1,0,0
32131,"Bowling, family, workouts",child,1,agreed,1,0,0,1,0,0,1,0,0
8271,take a cruise  holidays with family  go to Florida,child,1,agreed,1,0,0,1,0,0,1,0,0
36192,"Wanted to Like it: I really wanted to like this book. The plot was unrealistic in so many areas, but I might have been able to suspend disbelief if the dialogue would have been better. Six year old children, even advanced child proteges, simply do not converse like Emma, especially after the trauma she endured in this novel.",child,1,llm_validated,1,0,0,0,0,0,1,0,0
6562,"Gardening, cooking and having family over.",child,1,agreed,1,0,0,1,0,0,1,0,0
23077,thanksgiving  enjoying cooler weather  family,child,1,llm_validated,1,0,0,0,0,0,1,0,0
7229,"Taking my kids to the park, going shopping for winter, hosting friends and families",child,1,agreed,1,0,0,1,0,0,1,0,0
36055,Always enjoyable to watch...: Sinbad is always enjoyable to watch. He has nice clean humor that the whole family can enjoy. I would recommend this to any Sinbad fan.,child,1,agreed,1,0,0,1,0,0,1,0,0
11019,taking vacations to the beach  spending time outside with family  going swimming,child,1,agreed,1,0,0,1,0,0,1,0,0
28326,Hanging with family  Going to pumpkin patch  Getting kids ready for Halloween,child,1,agreed,1,0,0,1,0,0,1,0,0
30949,"playing golf, family vacation, swimming",child,1,agreed,1,0,0,1,0,0,1,0,0
32259,"Fast shipping, kids enjoy playing Mancala: My kids had misplaced many Mancala stones from the game board they've had for several years. I purchased these as replacements for $5.00. I thought it was a reasonable price for a game they love to play. Kids are 7 and 12. Stones are colorful and durable. Easy to lose, unfortunately, and probably choking hazard concern if you have kids younger than 4 or 5. For Kindergarten and up, this is an enjoyable game.",child,1,agreed,1,0,0,1,0,0,1,0,0
30416,"watching the color changes, being able to sit outdoors without it being so hot, and spending quality time with my family",child,1,agreed,1,0,0,1,0,0,1,0,0
25310,"Very good, but........: It`s entertaining and the cgi visuals are excellent. But keep in mind that much of what you see in the films is best guess or even made up.It`s really more of an entertainment program than a real documentary.But keeping that in mind, watch it. It is very entertaining and your kids will love it.",child,1,agreed,1,0,0,1,0,0,1,0,0
18754,"Going to the beach, watching my kid play softball and watching sox games.",child,1,agreed,1,0,0,1,0,0,1,0,0
5258,a must have for the bed ridden: A must for bathing those who are unable to tolerate a regular bath/shower. I have used them in caring for my family and professionally.,child,1,agreed,1,0,0,1,0,0,1,0,0
46282,"Vacation,  kids sports, family",child,1,agreed,1,0,0,1,0,0,1,0,0
25307,MISLEAD: I THOUGHT THIS BASSINET WAS PERFECT FOR MY BABY GIRL. UNFORUNTALY WHEN IT ARRIVED IT WAS BROKEN IN SEVERAL PLACES. I DID SEND IT BACK AND RECIEVED A NEW ONE. THE BEDDING LOOKS VERY ELEGENT ONLINE BUT IT IS VERY MISLEADING. MINE HAS A LITTLE GIRL CHRILDREN FISHING AND CLIMBING TREES. NOT WHAT I PICTURED FOR MY DAUGHTER. I AM GOING TO BUY DIFFERET FABRIC AND MAKE A DIFFERNT LOOK.,child,1,agreed,1,0,0,1,0,0,1,0,0
18102,"Don't bother with this one...: The slide is WAY too steep, and there are no sides-child can fall off very easily. The worst thing, however, is that there is no place at the top of the slide for the child to get himself in a sitting position to go down slide. This is a very poorly designed product.",child,1,agreed,1,0,0,1,0,0,1,0,0
24399,Sitting by a fire  Playing with my dogs  Sledding with my kids,child,1,llm_validated,1,1,0,1,0,0,1,1,0
1837,"Baking, spending time with family, cooking",child,1,agreed,1,0,0,1,0,0,1,0,0
39074,"Drinking  apple cider, egg nog, and spending time with family",child,1,agreed,1,0,0,1,0,0,1,0,0
3936,"This book dug deep into my heart!: When my oldest son was four, we received a used copy of this book. He fell in love with it--and we read it over and over until he memorized the text. He is now an adult and a parent of twins. For Christmas he asked me for this book to give to his children. I no longer had the one we read when he was a child, so we went on Amazon and to our delight we discovered it was still offered for sale. When it arrived, my son's eyes lit up with joy and with the wonderful memories this book brought back. Here's hoping his twins will love this book as much as their daddy did as a child. I attribute my son's love of reading to his love of this book. You won't be sorry if you buy one for your favorite children, although you might end up",child,1,agreed,1,0,0,1,0,0,1,0,0
42218,Great Book!: Eoin Colfer did a great job with this book. My son really enjoyed the continued story and the way that the book was written.,child,1,llm_validated,1,0,0,0,0,0,1,0,0
27531,"Poor quality, scratches up diaper changing table: Awful, much flimsier than other wicker baskets I have seen and the wicker is broken in so many places, it has badly scratched the paint in multiple places on my diaper changing table. After buying these I have seen so many options for baskets that both looked better and were of better quality!",child,1,llm_validated,1,0,0,0,0,0,1,0,0
40253,Bowling. Thanksgiving with family and Church activities,child,1,agreed,1,0,0,1,0,0,1,0,0
9700,"Fun Story!!: We got this book when my son was 3 yrs. I was a little unsure how he'd like it since it's a little long, but he sat through each page and loved every part! Great pictures and a very cute story! It's certainly part of our Halloween tradition now.",child,1,llm_validated,1,0,0,0,0,0,1,0,0
42215,"Traveling, sleeping, and spending time with family",child,1,agreed,1,0,0,1,0,0,1,0,0
17185,"Decorating our home for the holidays, traveling and spending time with family, watching the beautiful fall colors and binge watching Christmas movies",child,1,agreed,1,0,0,1,0,0,1,0,0
15211,"My favorite fall activities are making apple pie with the apples from our apple trees, and taking my daughter trick or treating.",child,1,agreed,1,0,0,1,0,0,1,0,0
12,Swimming   Fishing   Family time,child,1,agreed,1,0,0,1,0,0,1,0,0
4073,Sledding     Helping kids make snowmen    Staying in the house snuggled up with my family,child,1,agreed,1,0,0,1,0,0,1,0,0
7741,"Family vacations, barbecues, summer concerts",child,1,agreed,1,0,0,1,0,0,1,0,0
39863,"Swimming, playing with my children and eating snow cones",child,1,agreed,1,0,0,1,0,0,1,0,0
29773,Pumpkin picking with my kids  Halloween and candy,child,1,agreed,1,0,0,1,0,0,1,0,0
35269,watching my son play baseball  swimming in our pool  cooking out with friends,child,1,agreed,1,0,0,1,0,0,1,0,0
39199,"Carving pumpkins, taking kids trick or treating,  being outside",child,1,agreed,1,0,0,1,0,0,1,0,0
38684,"reading, cooking, spending time with family",child,1,agreed,1,0,0,1,0,0,1,0,0
37636,Taking family to activity farms  Eating fall food  Football is bac,child,1,agreed,1,0,0,1,0,0,1,0,0
35397,"Just loves it!: I bought this for my 14 month old son, and he just loves it! The pieces are easy enough for him to remove himself and he entertains himself for hours by turning the pages and taking out the magnets. I agree with many of the other reviews that the dinosaurs are not my favorite part, but my son doesn't seem to mind, so neither do I. Altogether, worth the money; its one of his favorite toys and one that I believe will grow with him, so he can enjoy it for years to come.",child,1,agreed,1,0,0,1,0,0,1,0,0
34608,"My daughter absolutely loves this!!!!!: This house is awesome!!!! But, I recommend this for indoor playing because the roof is not really sturdy plastic. My daughter is 14 months. We got it for her 1st birthday. All of her cousins love to come over and play in it. They love the working door bell. Great for the price too. It will last for a long time! Great colors!",child,1,llm_validated,1,0,0,0,0,0,1,0,0
23208,"Going to Beach,   Going to a Barbeque with friends/ family,  Bible Reading",child,1,agreed,1,0,0,1,0,0,1,0,0
28189,My three favorite winter activities are. 1. Play in the snow with my children. 2. Spend charity time with my family. 3. Be with the ones I love.,child,1,agreed,1,0,0,1,0,0,1,0,0
33563,"Ice skating, bon fires, celebrating the holidays with family",child,1,agreed,1,0,0,1,0,0,1,0,0
13249,"Family time, tradition, and holiday food",child,1,agreed,1,0,0,1,0,0,1,0,0
26221,Family  Vacation   Yard sales,child,1,agreed,1,0,0,1,0,0,1,0,0
9706,Visiting outdoor festivities   Sipping hot cocoa outside  Building a snowman with my family,child,1,agreed,1,0,0,1,0,0,1,0,0
6306,pumpkin carving  cuddling  family time,child,1,agreed,1,0,0,1,0,0,1,0,0
24265,Snowball fight  Skiing  Making snowman with my child,child,1,agreed,1,0,0,1,0,0,1,0,0
35144,"Horrible Construction: My husband and I just finished our second trip using this bag. We bought it to protect our Chicco infant seat so we had plenty of room to spare as it also fits larger convertible seats. Well, not only did the zipper break on this trip but one of the straps broke off while my husband was carrying it through the airport. We have barely used it and it is already completely useless. Please don't waste your money on this one, research some other brands.",child,1,agreed,1,0,0,1,0,0,1,0,0
22565,playing games in the  yard with kids and family  vacarion  bonfires at night,child,1,agreed,1,0,0,1,0,0,1,0,0
18748,"This pool is a huge disappointment: We live in Michigan and I ordered this pool for my daughter's birthday in April, only to find out in June, when I could no longer return it, that it doesn't set up correctly. The cheap plastic screw-in attachments used to secure the pool and allow the water to stay in, do not fit into one another, rendering it useless. My daughter was disappointed [...]",child,1,llm_validated,1,0,0,0,0,0,1,0,0
6294,Swimming  Going to the beach  Spending time with family,child,1,agreed,1,0,0,1,0,0,1,0,0
42480,"great toy: i bought this for my 1 year old daughter and she loves it. she loves sticking them together and taking them apart. the force of the magnets are just right, strong enough to build something yet easy enough to take apart. great toy!!!!",child,1,agreed,1,0,0,1,0,0,1,0,0
30809,Watching it snow. Watching children play in the snow,child,1,agreed,1,0,0,1,0,0,1,0,0
44192,"Thanksgiving with family, Online shopping for Christmas, Walking in the park",child,1,agreed,1,0,0,1,0,0,1,0,0
