id,review,category,kw_handicap,kw_pet,kw_child,bert_handicap,bert_pet,bert_child,validation_status
3817,"Bad: Check in time inaccurately published,I saw o artival it is betw. 9 am and 11 pm.Important to know for Late arrival. Not suitable for people with mobility issues. Good: Good location",handicap,1,0,0,0,0,0,disputed
2495,"We stayed here for one night on our way to Northern Virginia with our son's and their families. This is one of the better hotels we have stayed in with the free drinks, free dinner and free breakfast, it can't be beat. This hotel is super clean, allows pets, and is in an easy on and off from I-77. There... More",child pet,0,1,1,0,1,0,disputed
9861,"The location is excellent. It's right across from EAA and right by the outlet malls. Tons of restaurants within a 5-minute drive. The hotel room itself was bigger than expected and had comfortable beds. Although I didn't use the pool area, it looked nice for kids. The hot breakfast was OK. The thing that knocked it down to 4 stars... More",child,0,0,1,0,0,0,disputed
8682,"The hotel has lovely quiet rooms always cleaned and polished. The staff are friendly and efficient. Even on busy memorial weekend the place did not feel too crapped or rushed. It's sad to see their luxury 'Skies' rooftop revolving restaurant has gone bust.We had to eat dinner the first night at the 'Spectator's' bar which was awful. We went back for drinks later at night and the main bartender was rude, he fitted right into the ambiance of this nasty little nugget.The breakfast buffet is always one of the highlights of my stay at this establishment. It's reasonably priced with top quality selection and service. The terrace view is calming with all the trees and water fountains babbling in the background.The pool was just 'remodeled' for memorial weekend but as always it was over packed and there were about 15 chaise lounge chairs for a large hotel. The hotel must buy some chairs for the clients. We had to sit on the concrete both days with our 2 year old. Next time we will bring our own chairs.I talked to the staff who said the entire hotel is in a remodel phase and I'm sure they will address these minor details. I may have griped a bit that I still love the hotel it just needs some minor adjustments. If your with family and need a dinner just go down to the Westin through The Link they have a bar/restaurant that actually has main courses and cooked food with vegetables.",child,0,0,1,0,0,0,disputed
6056,"Hands down, the best hotel I've ever stayed! Helpful and friendly staff. Cozy and well kept rooms. The atmosphere is warm and inviting. Also, very easy to get to. The wait staff at the Irish Pub attatched to the hotel makes you feel a part of their family. I can't wait to come back!",child,0,0,1,0,0,0,disputed
7375,Rooms were bigger than expected and five of the rooms we booked had a lounge bench. Staff allowed the use of breakfast room for a late meeting. This is a no smoking and no pet hotel. Breakfast was basic cold continental. Great rate.,pet,0,1,0,0,0,0,disputed
1465,"This hotel was fantastic. The hotel is clean and organized. The staff are very helpful, patient and know their jobs well. I was on my own with my son and the staff recommended top places to visit, as well giving me suggestions in saving some money too. Mary-Angeles, Joy, Patrick, Adriana, Domi, Catalina, Ashley--- Oh boy I could go on! Genuine people who treat you like you are part of a family. I will always come back here again. I would definitely recommend this place to anyone and everyone. We had a wonderful time here and the memories we made are precious. There are not enough words to describe just how caring the people here at this hotel. Please take my advice and come here- you will not be disappointed.Thank youDear Leticia, Thank you for sharing your experience at the TownePlace Suites Anaheim Maingate Near Angel Stadium.With a mission to provide superior customer service, we take great pride in serving your needs and are delighted to hear that we have met your expectations. As a valued guest and Marriott Rewards member your feedback will be shared with the team to continue to inspire and motivate them to deliver exceptional customer service. Thank you for staying at the TownePlace Suites Anaheim Maingate Near Angel Stadium and we hope you choose to stay with us again whenever your travel needs bring you back to Anaheim. Sincerely,Mary Angeles-ClementeAssistant General Manager TownePlace Suites Anaheim Maingate Near Angel Stadiummary.angelesmarriott.com714.939.9700",child,0,0,1,0,0,0,disputed
164,"Bad: 1st - PARKING LOT **BAD,BAD,BAD** This is 2017, nobody need driver to parking car, unless you're 85 yrs old (should not even drive). But drivers that steals quarters from your rental car, this is very low. 2nd - They asked a deposit of 100. Because I was planning to get it back, I used a BC and not a CC. On check out I was informed that it will take 1 to 2 days. Should I trust on it 3rd - If you sleep on that room 512 and need a AC on, make sure you are deaf or use to leave near NY freeway. The noise of that machine it's worst than sleep on LV international airport at 9am with your windows car open. Will I stay on this hotel again NEVER. Good: Location, access to shopping, and cleanning",handicap,1,0,0,0,0,0,disputed
5270,"My family stayed here during my niece's wedding and really enjoyed it. The rooms were clean, large and contemporary in their decor. The beds were VERY comfortable as well. The free morning breakfast was AWESOME - complete with made to order omlettes, pancakes / waffles, fresh fruit more. I also thought the service was great. My elderly dad has... More",child,0,0,1,0,0,0,disputed
1477,"The rooms were very spacious and clean however, very noisy being on the second floor. Kids jumping and running all hours of day and night. Front staff were very helpful and the breakfast was great. Shuttle (ART pay as you go or get a pass at the office) was just outside the door as was Denny's and Starbucks. Not the usual Mariott standard though. Older- small pool. --Hence the 3 star.Dear Valued Guest,Thank you for your review. I am sorry to hear that we did not live up to your expectations. Please feel free to contact me personally to discuss your stay in more detail so I know how we can turn your three into a five.Hospitably,Greg WilliamsGeneral ManagerGreg.WilliamsMarriott.com714-939-9700",child,0,0,1,0,0,0,disputed
6327,"Renovated room was very nice. My request regarding a room on the first floor and close to where I would unload... handicap if possible... was met in all respects. Breakfast was hot and fresh, with all the usual items! Personnel were friendly and helpful:-)",handicap,1,0,0,0,0,0,disputed
5151,Arrived and had prev reqd a king or queen suite and was given a wheelchair accessible dble. And was told that's all they had. However a couple that were friends of mine later called and made a reserv and recvd a king suite! Additionally our heat was broken all week end and it was quite chilly. They attempted to repair twice w/no luck.,handicap,1,0,0,0,0,0,disputed
7113,This is a nice family owned hotel. It is well appointed but not luxury. The service was exceptional. They could teach a course in hotel service. The staff introduced themselves and remembered our name.,child,0,0,1,0,0,0,disputed
1203,"Great location a block off canal and just outside French quarter, very nice rooms, spacious, not much privacy in bathroom space and somewhat see through shower glass pane into main room. Would be more ideal for couples then friends/family. Overall great atmosphere. Very happy, would book again.Thank you for taking the time to share your review of our hotel. We do have a bit of flare in the most of the bathrooms as you alluded but we certainly have rooms with a bit more modesty available, please be sure to note and request that when you book next time!See you soon,Dixie Krauss, Director of Operations",child,0,0,1,0,0,0,disputed
2775,This hotel is a great place for a relaxing family getaway. Just steps away from the soft sand beach. The pool is great. The staff are professional and friendly. I am particular about cleanliness and service but found this hotel satisfying in all areas.,child,0,0,1,0,0,0,disputed
688,Bad: assigned an accessible room without being told. tried to book room direct with hotel but was told tat they could not match thebooking.com rate (even though we were starwood members.. ). Good: bar area,handicap,1,0,0,0,0,0,disputed
9483,Awkward and inefficient front desk staff. Worst check in I've experienced. Hotel is dirty and room smelt like a wet dog. Fire alarm cords hanging from ceiling (with no alarm) and plastic cup secured over fire sprinkler.,pet,0,1,0,0,0,0,disputed
7789,"This place was horrible! They are being completely remodeled so there hasn't been any general maintanance for awhile you can tell. Also, none of the staff we encountered should even be working in the hotel/service industry, no clue about their job. No pool, only a couple floors even have rentable rooms, poor selection for breakfast, all starchy items not even any fruit, and no internet in the so called business center! They could at least have put a sign on the door. We were going to do our air check-in one morning and couldn't, if we had known the night before we could have planned something else. Really awful. We had several other family members there as well. Hotels.com shouldn't even have them on their list. The photos do not portray what it is now. Bottom line-DO NOT STAY HERE!",child,0,0,1,0,0,0,disputed
4106,"Room was too expensive. No full or continental breakfast. Staff a bit laid back. Breakfast was offered on site, but you paid for it. Excellent Restaurants nearby, Denny's and Willie Bird's for dinner. Cost much more for breakfast than normal. Location was OK. just off the freeway (101 North). Shower was very hard to turn on and I had to... More",pet,0,1,0,0,0,0,disputed
4246,"Affordable, clean, excellent views to the pool and beach. Loved the music and happy hour along with family environment. Just wish there were handicap ramps to the pool/beach. There are two staircases to get to the beach and with physical limitations it became challenging to get there. Although once in the beach it's a short walk to the shore. Overall... More",child handicap,1,0,1,0,0,1,disputed
2936,Room was comfortable with a lovely view and well lit with natural light.it is quiet and nearby are some very good restaurants. Great location for family vacation. Will return wherever we visit Boston again,child,0,0,1,0,0,0,disputed
9620,"Doors started slamming, a toddler screaming and a little dog yapping at 6:00 on a Sunday morning! The owner got the dog under control, but the doors slamming was a constant problem. (Not only the noise, but the shaking of the walls bed when the doors slammed. Also, our room door rattled when someone else slammed their door.) The... More",child pet,0,1,1,0,1,0,disputed
1745,"We were in town to visit with our daughter and also see my brother. We stayed at the Hyatt House. The staff was friendly but not very empowered. Their directions on the ways you have to use the room key in the elevator and room were not very clear. We heard that over and over again as we went up and down the elevator with other visitors. The room had strange windows that looked out to the hotel interior. We missed having a window to do a quick weather check. The bathroom was spacious but had the most non-ergonomic faucet. Turning it on meant bumping your hand on the lighted mirror above the sink and that was unpleasant. All the elevators stopped working at one point and the staff only offered a free bottle of water despite the significant challenge for the hotel visitors. I observed a person in a wheel chair as one example. No help was offered for getting yourself or luggage to and from the lobby (besides a free bottle of water from the lobby shop). Although sometimes things happen, it is how the staff responds and this was a major disappointment. The free shuttle will take you up to 1 mile away if it is available or you can wait. The breakfast buffet was good, but they did not always restock items (including coffee lids) in a timely fashion. I don't recommend this hotel.",child handicap,1,0,1,0,0,0,disputed
6988,Rats running around the parking lot. My husband and I saw FIVE rats running around the parking lot and one jumped out a trash can. I don't do rats I am always been afriad of rats and I wasnt expacting that. I didn't feel comfortable staying there. Management was'nt helpful at all. I was there for my son's graduation from the Navy he had completed boot camp. So this was an important visit. We had to find another hotel at night and I had to pay more money.No one was helpful to us at all.,child,0,0,1,0,0,0,disputed
1090,"I went to Chicago last weekend for the Ryder Cup (Golf Tournament) and everywhere I usually stay was completely booked! Rooms were going for crazy rates, so I started seeking out some options that were 'off the beaten path'. I discovered the Central Loop Hotel, and I knew where it was, as I used to walk by it from time to time when I still lived in Chicago.The hotel is very well kept, and has cheap valet (34/night with in-and-out access!). THe check in process was a little strange to me because you check in using a machine like you would at the airport. Some people might love this - but i missed talking to a real person. The machine printed my room info and key card and I headed up to my 6th floor corner room.This room was perfect for my needs. Very comfortable bed, sparkling white linens, beautiful widows that overlooked some fantastic Chicago architecture (post office). But - this room was TINY! Again, it was just me and I knew I would only be spending time in my room sleeping, but the bathroom was very small (no tub, shower only) and the closet was tiny. Almost felt like a ship's quarters. If you are going as a couple, or even attempting to bring kids I would def. upgrade to a larger room or suite. The rooms have free wifi (yeah!), lots of cable channels, free in room coffee and a friendly concierge staff. Free bottled water stations on each floor are also a nice touch.I will stay here again if I'm traveling alone.",child,0,0,1,0,0,0,disputed
6080,Loved this hotel. Great rooms and staff. Pool area is nice and it's available for use at anytime.the one time it rained our family went into the lounge area and the staff was ok with it. So much to do within walking distance. Great location.,child,0,0,1,0,0,0,disputed
2942,Very nice funky industrial hotel. Greeted by cute little pup at the counter. Overhead shower was best experienced in a hotel. Honor bar not necessary for us - stayed with my UW-Madison student one night for orientation.,pet,0,1,0,0,0,0,disputed
6208,Excellent customer service. The purpose of my trip was getting surgery at LSI and the staff at this hotel location was spectacular! They could not do enough for me and my family. Thank you to the entire staff!,child handicap,1,0,1,0,0,1,disputed
3853,Great restful and roomy. Pet fee was way too much. Will cause us not to stay there. Sad. Really enjoyed the service staff. Breakfast was great.,pet,0,1,0,0,0,0,disputed
8569,"We have been staying at TTL for years. Lisa and Ron are the owners and they are like family to us. The Units are always clean, have amazing views of the Town, have full kitchens and they allow dogs. I have never had a bad stay at this Lodge. My wife and I have brought several friends and family to... More",child pet,0,1,1,0,1,0,disputed
9873,"Nice room, quiet, decent TV (not HD) Wi-Fi was good. Not sure if it had the advertised Queen bed, we were snuggled together and we have a queen bed at home. , We choose the handicapped room, no tub. The shower (handicapped room) is nice if you have bad knees as it's a walk in, no step. But the shower... More",handicap,1,0,0,0,0,0,disputed
1495,"We stayed here for a trip to Disneyland. The good: 1 bedroom suite was very large. The bedroom area was small but the living area was huge. Great working/desk area and very nice kitchenette with a nearly full sized refrigerator, small stove, microwave, etc. Some things were recently renovated and looked very nice. The staff was great, helpful and friendly. Location was great, lots of stuff nearby, on the ART route to Disney and close to freeways. Breakfast was small but a decent selection - the waffles were really good and they had trays so that you could take food back to your room. The bad: some parts of the hotel have not been renovated, so there is a mix of new/nice and old/run down in the same room (i.e bathroom counters were nice, but the rest of the bathroom was dated. Old dresser in the bedroom, but tv's were nicer. The carpeting was old, and the door to the room was worn and actually had some non matching paint spots covering some type of damage, but the kitchenette was very nice as was the desk area and newer cabinets that were part of the desk area. For having a large living space, there wasn't a lot of seating. So, there was a small sofabed, and a table with just one chair. It would be nice to have the table and 4 chairs so that if multiple people are in the room (a standard family) there would be places to sit as the couch would only really fit 2-3 people. the other bad was that while I booked the room using Marriott points and was told that they would only place a 40 hold for incidentals on my credit card, the system automatically puts a hold for 170 for each night of your stay, unless the clerk removes your card info and overrides the system. I didn't know this until i looked online at my credit card account. Fortunately, Sam at the front desk was great and got the hold for the first night removed and made sure that no hold was placed on the 2nd night. Still though, unsettling to have some unexpected holds on your account. I've never had that happen at any other marriott property. I also had trouble connecting to the wifi, it kept giving me an error that I couldn't log into the wifi with my room number and last name. But, it actually still connected me on all devices I tried, so I just ignored the error and it worked just fine.Martha C.Thank you for taking the time to review your recent stay at the TownePlace Suites Anaheim Maingate. We appreciate your kind words regarding your satisfaction with the friendly staff, amenities in the room, and overall location of the hotel. We pride ourselves on being able to provide you with a wonderful experience and we are happy to hear that you would return to the property on your future visits to Orange County.I apologize that you experienced a few issues during your stay, but am glad to see that we were able to resolve those during the few days you were visiting with us. Thank you for giving us the opportunity to WOW you in the future and please feel free to contact me directly if you have any further questions or concerns.-Adam",child,0,0,1,0,0,0,disputed
4904,We had a great experience at this hotel. Everything was clean and in good working order. The staff did everything well. The breakfast was all fresh and tasty. Overall a great job supporting my family.,child,0,0,1,0,0,0,disputed
3186,My family and i enjoyed our stay. The room was clean and comfy. The staff was very professional and polite. Breakfast was delicious.,child,0,0,1,0,0,0,disputed
5949,"Once again we were treated to pure luxury at the Bardessono. Welcomed with Family Hill wine, an in room massage and comfortable surroundings, our 3rd stay was exceptional. Anyone looking for that little bit of extra will not be disappointed. The bathroom is huge sporting a jet tub and super spacious closets, two separate sink areas and huge step in... More",child,0,0,1,0,0,0,disputed
7137,We interviewed many companies to find the perfect stationary. Kristen cane to our house to show us her product and it was exactly what we were looking for. Kristen was easy to work with and I have to admit we were not the easiest customers as we knew EXACTLY what we wanted. She... Read More was able to live up to our expectations. I would recommend The Silver Starfish to anyone!,handicap,1,0,0,0,0,0,disputed
7134,Check in kid was motivated and high energy. while this sounds stupid I found it entertaining and welcoming.,child,0,0,1,0,0,0,disputed
5818,"A single parent traveling with two children. I felt very safe. This hotel centrally located to everything. The room was very well kept. This hotel does not rate on the same scale as a five star hotel, but it does rate 5 stars for the kitchen facility, pool area and friendliness of staff. Book with confidence.",child,0,0,1,0,0,0,disputed
3335,"Perfect for a family of four on Chincoteague. Clean, friendly, well-appointed, convenient to everything. A no-hassle getaway for a holiday weekend.",child,0,0,1,0,0,0,disputed
1379,"The hotel seemed old and when I checked into my room there was a dirty rag left on the counter in the bathroom. In addition, there was mold around the handicap bar at the end where it meets the wall. When I checked in the hotel they could not find my HH.",handicap,1,0,0,0,0,0,disputed
5303,"In town for family hospital emergency. Staff was so helpful, extended my stay. There were no rooms in this small town due to graduations, weddings etc. General Manager made sure I had a room. Excellent customer service.",child,0,0,1,0,0,0,disputed
2564,"I travel extensively and normally visit at least three states per month for work. Hilton family hotels are my preference when I travel and I have stayed at a lot of them. While not the fanciest hotel in their portfolio (that would probably be the Waldorf Rome Cavalieri where we stayed two years ago), the Hampton Inn and Suites in... More",child,0,0,1,0,0,0,disputed
1781,"We needed a room for one day after surgery and having to return to the hospital the next day so Aloft was closest! To our pleasant surprise the staff was above and beyond accommodating from Tevin in Valet department to Misia and Tatyanna front desk! Thank you so much! Linda, Hopefully the surgery was as successful as the as your visit to our hotel. We do have the BEST STAFF and are grateful for their efforts. Tatyanna, Misha and Tevin will be cheered and celebrated for your shout out. Thank you for recognizing their efforts. Heal fast, then come back and have some fun!Evan",handicap,1,0,0,0,0,0,disputed
1900,"I recently stayed at the Club Quarters while in Chicago for a family gathering. This hotel was a major disappointment for several reasons:1) They don't honor their commitments. I had reserved a room with a queen size bed through Expedia, but was given a room with two twin beds instead. The excuse: they ran out of bedspreads for queen size beds (how lame is that). 2) The elevator was unreliable. After checking in, myself and another guest were stuck on the first floor because of a malfunctioning card-reader in the elevator. The front desk staffperson fortunately was able to jiggle her card in a way that prompted the elevator to start moving. Not a good sign.3) The room reminded me of a depressing college dorm room. 4) The staff have no concept of customer service. On a prior visit, the staff were not willing to make any accomodations for a late checkout (even 15 minutes after the official checkout time - truly Kafkaesque). At checkout, no one has ever asked me whether I enjoyed my stay. Overall, the location is great, the rooms are clean and quiet, and all of the appliances work. But expect to be treated like a third-class citizen if you stay here.",child,0,0,1,0,0,0,disputed
4261,"The room smelled horrible...like stale cigarette smoke and mold. Other than the smell, they gave me the handicapped room with a shower that floods the floor. Besides these 2 things, the room was fine. I will never stay here again.",handicap,1,0,0,0,0,0,disputed
1257,"We stayed with my family for 1 week.It was amazing time for relax in Dubai,especially in Marriott Marquis.Restaurants food are delicious,especially we recommend Izakaya and Garden.Cafe Artois is fantastic place with very nice view to Dubai Canal.Service of concierge Mustafa was super.He advised my family all iconic places of Dubai.Definitely we will be back soonWe want to thank you for staying at the Fairfield Inn Suites by Marriott Keys Collection and we are thrilled to hear that you enjoyed your recent stay, your patronage is very important, and it means the world to us that you had a great stay.",child,0,0,1,0,0,0,disputed
6628,"Too bad I was out doing so many things in Miami that I barely had a chance to actually go to the beach, but finally the evening before we left, I partook of the large hot tub, then easily walked to the beach (there are a few steps so not easy to do if you have a stroller). The sandy... More",child,0,0,1,0,0,0,disputed
4005,"I stayed here while my mother was in the hospital having surgery. Its very close within walking distance and very convenient. The staff were all very helpful and understanding to my situation. There is a bird aviary with the most finches I have seen in one spot, very peaceful to listen to and watch. Nice addition to the Best Western",pet handicap,1,1,0,0,0,0,disputed
5306,"Third time at Hilton properties in the last 3 years. All where let downs. This 1s pool was out of order and it is a loud hotel, not very sound proof. Baby sized pillows, not good . If you are going to close the pool,...MoreDear Clayton C, I appreciate the review of your recent stay at our hotel. I'm sorry that the pool was closed for renovations at the time of your stay we made our biggest effort to Inform guest and possible guest through every Chanel possible about...More",child,0,0,1,0,0,0,disputed
6095,"Extremely disability friendly! Staff was awesome (especially Seph who kept us laughing!). This hotel is centrally located with restaurants near and far depending on your taste. The front desk will give you a list with a multitude of different types of restaurants. The hotel itself was clean, great water pressure and actually had a healthy fruit option for breakfast. Staff... More",handicap,1,0,0,0,0,0,disputed
3615,"Good: We liked that breakfast was served until 10am. Traveling with young adults and children, it makes for a hectic morning when we have to get to breakfast by 9am. It was a nice, short walk to the Maryland Science Museum and National Aquarium. We were prepared for below average temperatures, so were able to enjoy our stroll around the harbor. We also appreciated that we were able to keep our vehicle parked at no extra cost for several hours past checkout time.",child,0,0,1,0,0,0,disputed
1373,"We travel to Six Flags over GA pretty frequently. This was our first and last time for staying at this hotel. I'm generally a 4-5 star reviewer of hotels, with the occasional 3 star, here and on Trip Advisor, but this was my worst experience. There are plenty of problems with this place, but I'll start with the pros:Pro: Location to 6 Flags and room comfort. Both of these and parking were fine.Cons: It is not an overstatement to say this was the worst check in experience I've ever had, and not one interaction with staff the rest of the stay would change that. From walking into the hotel to check-in to finally walking into my room was probably 45-60 minutes, and when you are traveling with family, it's late at night, and you have to get up early, that's 45 minutes you can use. I walked in to the hotel, and I was probably 3rd or 4th to check in, and the line never moved as it took them forever to resolve what appeared to be simple problems. I don't know what the other customer issues were, but they weren't the problems. By the time I got there, I could see why it took a long time. A routine check in with reservations took longer here then anywhere else. When I did finally get my room keys, I go up to room with family who have been waiting WAY TOO LONG, and the keys don't work (and yes, I've stayed in enough hotels to know how to use hotel key cards). So after trying for several minutes, I go back down to front desk, wait in line for about 5 more minutes for the two workers to take care of routine check ins, and have the worker re key the cards again (and this time I watched to make sure he did them, and they did work when I returned to room).In my room, I check the safe, and on the safe it has the note about if you don't want to be billed for not using the safe, tell front desk on check out. So the next morning, I tell front desk we didn't use the safe, and yet, he still put it on my bill and would not remove.And this is why I think it is a Quality Brand issue. They aren't checking on their hotels at all. This comment has been made repeatedly on this website and the Choice Hotels website, but it is a problem.On the 3rd floor, the elevator has only 1 button, since you can only go down, but the arrow points up (little thing that make no difference on my stay, but demonstrate lack of care). The privacy door latch was put up backwards, so that it couldn't do anything to keep someone from opening the door. These lack of attention to details isn't a big thing by themselves, but the accumulation of them is a general sloppiness in maintenance that is apparent.Dear Guest. I would like to personally apologize for the series of unfortunate incidences that you experienced during your stay with us. We continually try to do our very best for all of our guests, but unfortunately, sometimes we do fail. I will look into each issue that you have noted, in an attempt to correct and improve our hotel policies. Sincerely, Hotel Manager",child,0,0,1,0,0,0,disputed
5175,"ALows pets. Guests with pets should be more conscientious about cleaning up in the public areas. Stained carpet in the hallway, mess in the elevator. Rooms were very clean though.",pet,0,1,0,0,0,0,disputed
4002,"We travel to Santa Barbara several times a year to see family. This place was fabulous. Reasonable for Santa Barbara, great service, lovely place close to State St. and everything, and the little restaurant was FABULOUS. Darned if I didn't have the best eggs benedict ever. Not kidding. Ever. With arugala. And the nicest part was it was included with... More",child,0,0,1,0,0,0,disputed
1772,"If you're not a Seattle veteran, you need to know that there are 3 main downtown neighborhoods. The old city by Pioneer Square in the south, the heart of downtown near the Pike Place market, and the northern neighborhood near the Seattle Center (Space Needle). While the heart of downtown has traditionally been the best neighborhood for tourists to stay in, the ongoing revitalization of the Seattle Center area has somewhat shifted this equation. Personally, for tourist purposes, I like the Seattle Center neighborhood just as much -- primarily because it's a little less corporate, a little more casual, and has ready access to many of the best museums (like the EMP across the street from the Hyatt). It's also only a 20 minute walk to the Pike Place market from the Hyatt House, and they offer a complimentary shuttle service, too.In this context, the Hyatt House is a grear place to stay if you're OK with the Seattle Center location. The hotel is new, and has a nice modern vibe. Since it's an extended stay brand, rooms at the Hyatt House are large. For this particular location, they also made them stylish. As a Hyatt Gold Passport Platinum member, my family was upgraded to an extremely comfortable one-bedroom suite facing the Space Needle. Breakfast is well above average for a free hotel breakfast, My only complaint was that the omelette maker was completely overwhelmed, and it could take more than a half hour to get an omelette (the buffet food had no delays). It's a nice touch to offer omelettes, but it doesn't work unless they can be made efficiently.The shuttle bus can also be a bit of a mixed blessing. In rush hour traffic, the service can be quite slow. I'd recommend walking to downtown during peak periods.Dave'sreviews,Thank you for choosing to stay at Hyatt House during your recent trip to Seattle and for taking the time to share your experience on TripAdvisor. We value the feedback from our guests and are always striving to improve our guests stay. Please let us know when you return as wed love to welcome you back as our guest.Sarah Junge",child,0,0,1,0,0,0,disputed
5321,I had asked for a handicap room but did not get one. I guess I would rate the hotel as a 3. The road leading to the hotel was very rough....out of control of the hotel. The hotel offered a very small breakfast area....enough for maybe 6 people. Not what was pictured. Limited parking due to the bar and many Christmas parties.,handicap,1,0,0,0,0,0,disputed
2305,"Horrible smelly roomsasked for our money back ,since we could not have stayed in this place with my daughter having difficulties breathing in that smell.They told us they will refund-well,the money was never returned to my account.Even when asked a several times.Rude staff.",child,0,0,1,0,0,0,disputed
9108,"Located right next to Highway 2 in superior , Rooms are nice with updated HVAC units through the wall. Water is good , Beds are well less than okay. In need of replacing .. rates are sub par for what your getting.. they lack technology ( reservations which is what im assuming happend to the previous person ) service is alright .. however if you are in a smoking room dont open your windows they assume you have the heat on all the time and bug you about it like crazy. In the 2 weeks we s...view moretayed they were calling us almost daily its annoying your treated like a child !, Aside from all that ive seen some bad motels and this one lives up to what motels should be , inexpensive , but still decent ... just look past the olive green and enjoy the massive water pressure in the shower ( really it sounds and feels like a water fall ! it has to be like 5GPM )view less",child,0,0,1,0,0,0,disputed
9507,"We spent one night here (in the suite) and wished we had the time to stay longer. Had great vibes - super cool and clean - tons of personality. One of our best hotel experiences ever. Pendleton, itself was also a pleasant surpise. Cool town worth exploring. Warning - the IPA at Prodigal Sons Brewing company sneaks up on you... More",child,0,0,1,0,0,0,disputed
2424,"In Cleveland on a weekend trip to visit my daughter. We booked through Travelocity and got a more than reasonable rate for airfare and lodging at Aloft. The hotel is hip, modern and new. It's in the center of a growing nightlife on the water front of downtown. Our room faced the popular Punch Bowl club and it was clearly... More",child,0,0,1,0,0,0,disputed
8066,We were here three nights. there were some kids playing with fire bombs the first coupe nights and there were some smokers right above us that kept throwing their butts over the railing and one night there was a car in the handicapped place right outside our door. The gardener kept trying to keep the butts picked up and did a pretty good job of it!,child handicap,1,0,1,0,0,1,disputed
5851,"Filthy outside grounds with construction debris, cat litter, plastic bags, and garbage. Inside lobby was under construction breakfast was in a storage room with no place to eat. Hotel staff was overheard telling others to Shut your mouth. Reception was not manned had to wait 15 minutes for check-in and longer for check-out before staff arrived..",pet,0,1,0,0,0,0,disputed
