id,review,category,kw_handicap,kw_pet,kw_child,bert_handicap,bert_pet,bert_child,validation_status
670,"Hello and good afternoon! My name is Karen and I am a 59 year old plus sized woman (currently 305 lbs coming down from originally being 430 lbs). I currently own a Pride Victory 10 mobility scooter because at the time I got it (5 years ago) that was the only mobility scooter Medicare would cover (at 80%) for a person weighing over 430 pounds. I would be very grateful on any advice/opinions any of you have on folding wheelchairs. Being as I have had my mobility scooter for quite a few years now, it is time to get something new again. Do I get another scooter, do I get a power wheelchair, or do I get one of those plus a folding wheelchair??? All decisions I need to make and would sure appreciate your input. I do not own and cannot afford to buy a vehicle with a lift (on SSDI with very limited income), so I got ADA certified and ride a paratransit bus that has a lift here in Phoenix, Az to my doctors appointments, pharmacy, etc….The problem is I have no social life, or way to go out to do anything fun like out to dinner with friends, going to a mall, craft fairs, visit friends houses etc because paratransit will not take me to anywhere other than medically related places. I did not know about folding wheelchairs until just recently. It folds up, I can put it in the trunk of a friends vehicle, put it in the trunk of a Uber…..I could actually go places and do things again!! Plus just on a side note in case this helps someone else decide on a scooter…my Pride Victory 10 has been wonderful, very relaible, never a problem. However it is big, wide, heavy even broken down into pieces, and longer than most other scooters because it is a bariatric sized scooter as well. It for sure causes issues at times because of the turning radius, space in restaurants, it’s longer than most street vans with ramps up the back can usually fit. Allll of that being said (whew!!) what do you all think of FOLDING wheelchairs? It would still have to be for a plus sized me, so I would need a weight capacity over 305 lbs. Are they comfortable, relaible, can I even lift one by myself or would I need constant help to be able to use it by myself? Brand names you recommend and why?? Sorry for the book, I just wanted to tell you as much as I could so you could know what I would need better maybe??? Any information or suggestions would be very much appreciated. Thank you and have a great day! Karen",handicap,1,0,0,0,0,0,disputed
265,"From a member of our community: I want to travel to Singapore and Phuket with my husband and two children however we are struggling to find accommodation to suit our needs. We require hotel rooms where we can stay together but have a shower where I can get my wheelchair in for a roll-in shower, can you give me some advice please as to where to look? Thank you!",child handicap,1,0,1,1,0,0,disputed
530,"My husband just sent me this article! I haven’t even read all of it, but what I have read is concerning. What are your thoughts? Carnival Cruise Line Cracking Down on Mobility Scooters https://l.smartnews.com/p-S9e2j/TEJBeD",handicap,1,0,0,0,0,0,disputed
268,"We finally went, we stayed for a whole week. My daughter with multiple disabilities, autism intellectually delayed and others had the best time of her life. What a super great birthday. What Disney World is handicap accessible however I did have a hard time navigating in Universal Studios. Definitely need two. Good pair of walking shoes day three red wheelchair and my oldest did push me around everywhere we went. The staff is very helpful. Very understanding and compassionate. The characters are very awesome with the kids and adults with disabilities, we stayed at the Drury Plaza Hotel in Orlando Disney Which we had a good time we had a blessed they have shadows to take you to and from all Disney theme parks and yes, it is very accessible for people in wheelchairs. They even ask you if you need the tamp down if they see you have issues with walking, they saw that I was blinding hand mobility issue so they asked if I wanted the wrap down even though I was not in a wheelchair no trouble airport they were very helpful. My daughter had a Great time my oldest had fun with the fast pass cus we didn’t have too wait in long lines lol going off peak season is great cus 1 less people 2 shorter lines for rides 3 just overall a lot better for people with disabilities, especially if they are autistic",child handicap,1,0,1,1,0,0,disputed
804,"What does ""ADA tub"" really mean, when searching on AccessibleGo? I'm asking because my son has ALS and uses a wheelchair, but at home he uses a slide-in shower chair. Otherwise, he would need a roll in shower with a seat.",child handicap,1,0,1,1,0,0,disputed
3,"I am a paraplegic male—with reasonable upper body strength—looking for suggestions to assist with transfers on and off of a commode in a hotel room during travel. My issue is the commodes are too low, and the grab bar on the wall is too high, both making it hazardous/impossible to get adequate “lift” to transfer on and off of the commode. Have any of you experienced this problem? I’ve thought about getting a 3” raised commode seat that could be used in hotels during travel, but it would be big and cumbersome—plus stability is questionable??? Do you have any other recommended solutions? Thanks for your helpful suggestions!",handicap,1,0,0,0,0,0,disputed
143,"Hi there. Has anyone stayed in Reykjavik and had a hotel which actually met your needs? I am struggling to find a room with toilet grab bars, let alone a decent bed height for transferring. Thank you!",handicap,1,0,0,0,0,0,disputed
527,Any ideas for this member? In order to fly for a distance my husband needs at least a premium economy class ticket due to back issues. I see that some hotels have adjusted their prices to provide for disability access. Are there any airlines that do this? It is the extra cost of such tickets that limits our travel.,handicap,1,0,0,0,0,0,disputed
396,"I want to share info about a trip my husband & I just took to Texas. I have a Pride Baja scooter & several places we wanted to go were accessible for my scooter! We visited the Waco Mammoth National Monument & all the trails & the dig site were easy for me to navigate. Pretty exciting to see actual mammoth bones! We went to Cameron Park & there were many trails for my scooter & my husband’s bike. The bridge over the Brazos River was scooter friendly, too. We spent a couple days in Austin after leaving Waco. We stayed at the Lakeway Resort & Spa on Travis Lake. The room had a lovely view of the Lake & we even saw a doe & 2 fawns in the wilderness below our balcony. The bathroom was spacious & had a low tub with plenty of grab bars & a slide bar for the shower head. The only problem was that the bed was extra high, so somewhat difficult to get up onto. Lots of wide open spaces & a beautiful place. Visited Lady Bird Johnson Wildflower Center. The trails were either cemented or pea gravel. Lots of shady spots to get out of the sun if needed. The gift shop was large & spacious, plenty of room for scooter to navigate. Also hit the Roy & Ann Butler Hike & Bike Trail, a waterfront trail loop around Lady Bird Lake. It was also pavement & pea gravel all around. Hope this helps anyone with TX tourist ideas!💙",pet handicap,1,1,0,0,0,0,disputed
789,"Join John Morris of WheelchairTravel.org and accessibleGO for a live digital event to share Thanksgiving accessible travel tips & advice. Tuesday, November 14 at 7pm ET here on the Community Forum Plus, as an added bonus, attend for a chance to win a Fall Fun Travel Package! Package includes: 🎁 $250 Southwest Airlines gift card 🎁 $250 Disney gift card 🎁 A hotel booked on accessibleGO, worth up to $200 🎁 30 minute accessibility consultation with accessibleGO RSVP here! https://community.accessiblego.com/c/community-calendar/john-morris-accessiblego",handicap,1,0,0,0,0,0,disputed
929,"Hello: I am thinking about taking a short vacation in the Florida Keys. I would need an accessible room. I also want a room with a patio that has a view of the ocean. Any ideas? Thanks, Cindy",handicap,1,0,0,0,0,0,disputed
1590,"Hello Everyone: I was wondering if there are any grants available to apply for that assist with making our homes handicapped accessible and or if there are grants available to purchase mobility equipment like wheelchairs, ramps, motorized chairs, walkers, adjustable base beds etc. there was a chair I saw advertised on Facebook and cannot find it but it helps you in the kitchen when cooking. It was a motorized chair that could lift you above the stove to look in your pots and to reach the cabinets. I am limited by my Walker and always need for someone to pass me things and sometimes my children or grandchildren are not home. I retired from work because of the decline in my mobility. I was declared permanently disabled by SSD but Medicare takes 24 months and my current medical plan does not cover any of these things. I do appreciate any information you can provide. Thank you. Legretha",child handicap,1,0,1,0,0,0,disputed
1575,"My husband uses a regular wheelchair and has an electric chair. We are flyng to Rapid City, SD in October and are looking to rent a vehicle that has the trailer or lift on the back. We would like to rent a mini-van. Do regular car rentals at airports have these?",handicap,1,0,0,0,0,0,disputed
1456,From a community member: My sister is planning a trip to Nashville and Atlanta. She has a hotel booked but is looking for DMEs where she can rent a hospital bed and portable Hoyer lift. Would you be direct me on the best ways to find companies in those areas? I can google but would love to have a referral of where people have had good results. Thanks so much in advance,handicap,1,0,0,0,0,0,disputed
795,Do you have any suggestions? I am flying into Miami and I will need a handicap accessible shuttle with a lift to go to a handicap accessible motel. The next day I need the shuttle to take me to the port of Miami for a cruise.,handicap,1,0,0,0,0,0,disputed
658,Got any ideas? hoping you can provide information about small width walkers that can be used in an airplane aisle. my wife has sca-6 and it is quite challenging to maneuver to the restroom on the airplane.,handicap,1,0,0,0,0,0,disputed
1060,"I am new here but I do not know any organizations to join. I've been wheelchair bound since 2021 and this year was able to get an electric chair. I have multiple things wrong plus have to make several trips to Georgia to help take care of things for my father who has MS and in a veterans home. When I travel it is next to impossible to find hotels with a roll in shower, I am not able to do tubs at all. And if I do find one, the prices are outrageous. I love having the freedom my new chair gives me, but still cannot go anywhere alone since I can't get my chair in and out. I look forward to chatting with people going through similar difficulties. Hope everyone has a great weekend coming up!",handicap,1,0,0,0,0,0,disputed
1188,"I have previously posted that bed heights in motels are too low for me. I have been thinking of ways to make them taller, and am wondering about an air bed. One of those tall mattresses that has a pump for inflating. I could put this under the mattress on the bed for extra height.Has anyone tried this? Do you think it would work?",handicap,1,0,0,0,0,0,disputed
134,"Hi, I’m setting up my trip to Northern Europe and looking for ideas about 4-5* hotels near Maastricht and Ghent. I have a spinal cord injury and am a full-time manual chair user. Let me know!",handicap,1,0,0,0,0,0,disputed
1328,From a community member: Is there a way to find out which places have recliners in the room as I’m in a wheelchair and have congestive heart failure. I can’t lay flat have to sleep in a recliner. I’m looking to travel to Gatlinburg/Pigeon Forge TN area in March and looking for an accessible place with recliner. Thank you!,handicap,1,0,0,0,0,0,disputed
792,"My first trip after the amputation 2 years ago then a stroke in Feb 2023 was a solo trip to Bogota, I had never even been out of the country before and had just got my first passport,, I am Glad I chose Alaska and American Airlines, called their disability phone lines, they even moved my seats closer to the front even though they did not show available when I was picking my seats, I told them of my condition and that I was fearful of getting lost in the airports even though I gave myself 3 hour layovers, and living in the mountains most of my life,, they gate checked my chair so it was waiting at the next stop, they escort me to my next gate (via a train - another first) . they helped me thru customs on both ends and helped me transfer my bags and at the destination they got them at baggage claim took them to the hotel shuttle area and waited with me,, they were all Angels in my eyes. That was May 2023, since then I traveled to Texas and back and now less than 2 weeks from leaving to return to Colombia to spend the winter there for 6 months. My advice is get out there and Live and Enjoy yourself",handicap,1,0,0,0,0,0,disputed
18,"My husband watched the 1956 Moby Dick with Gregory Peck and said “Let’s have a Moby Dick weekend in New Bedford” and we did. He is a full-time wheelchair user, only able to use his right side. We have recently “graduated” from Hoyer lift to slide board transfers wheelchair ←> bed, and that makes finding a hotel easier. It was a wonderful trip with no “surprises”. Hotel: Fairfield Inn at Marriott. ADA room with 2 queens. I called the hotel directly 2 days before arrival and Jaz at the front desk was very helpful. She measured top of bed height (24”) which made for a pretty level transfer. I explained that getting out of bed would require backing the wheelchair up to the headboard, so any nightstand must be movable. The left-hand bed did not have a nightstand on the left so that worked. I also asked for bathroom grab bars to be on the right, and she double checked that our room had that config. When we arrived, everything was as specified. My husband and I did not need assistance, but I saw our check-in person Mallory helping a couple with mobility issues load their bags on a dolly. Free breakfast was a better than average self-serve. I served my husband, but there was staff refilling food and I bet they would help someone if asked. Activities: Harbor-walk: beautiful, wide 1.5 mile walkway along the water. Made of large concrete sidewalk slabs and the transitions, while pretty good, were still painful for my husband. Whaling museum: A great museum. You could spend a whole day there. Roomy elevators to all floors, even the observation deck. The only thing inaccessible is climbing into the whaling ship model. I took the highlights tour (even though my husband chose not to) and it was also accessible. Fort Tabor: Lots of paved paths around the fort and by the water. Totally smooth sailing. Walking: Historic center roads are cobblestones, uncomfortable even in a car. Sidewalks are slate, which wasn’t too bad, and crosswalks are slate. I managed to find street or lot parking everywhere. I took a guided whaling themed walking tour for an hour while my husband sat on the whaling museum patio, but the walk covered just one city block and we did not enter buildings, so it would have been possible in a wheelchair. Restaurants:All were accessible and people went out of their way to be helpful. Antonio’s: They put out a ramp so the wheelchair could climb the one step to get in. There was room to navigate to a table. Tia Maria’s: We ate outdoors at a table. We loved the food and went twice. Lots of authentic Portuguese faire. Indoors would not be accessible. Black Whale: Large parking lot, easy ramp, lots of roomy table choices. Coastal Bubbles Wine Bar: On my walk I saw a lovely deck with the sign “Sip, slurp, Sundays. Oysters $2”. The deck was up a flight of stairs, but the manager showed me that entering at the back of the restaurant was street level. Best oysters of the summer. Lovely fall weather and a great trip. I recommend it.",handicap,1,0,0,0,0,0,disputed
405,I’m flying to Colorado for a MS bike adventure. I have a scooter that folds up nicely. How do I put it on the plane? What do I need to do with the airline? Thanks for any help!,handicap,1,0,0,0,0,0,disputed
533,"Hi Everyone! When it comes to national parks that you love, which parks would you recommend as being the most accessible and why? Asking about parks that are leading the way when it comes to accessible accommodations, tours, walkways, infrastructure, etc?",handicap,1,0,0,0,0,0,disputed
661,"Last week we announced that we've expanded to become the first one stop shop for travelers with disabilities... This includes wheelchair accessible rides! In partnership with Jayride, accessibleGO is offering wheelchair accessible rides, including airport transfers, hotel pickups and general travel services, ensuring customers will have the right vehicle with a reliable service provider with 24/7 support by Jayride’s customer service team. Just fill out the form on our site with the desired rides and the Jayride concierge team will respond within 12 hours Monday-Friday to assist with booking a ride with a wheelchair accessible vehicle. Send request for quote today!",handicap,1,0,0,0,0,0,disputed
149,"Last December, I was chatting with a woman waiting for transportation, and she showed me her WalkMate walker that converted into a wheelchair so I could be pushed when necessary! According to the company, that particular model is no longer available. (Maybe just in the USA?) Question: If you have one, could you let me know the model number? The Walkmate company is in Europe and only sells in the USA via Amazon. If you already have this particular model, is it worth my searching further?!? Thank you!",handicap,1,0,0,0,0,0,disputed
1852,Introduce Yourself! Welcome! Read This First. Hello I’m Melissa Randolph and I have mobility issues and I love to travel but my disability keeps me from doing it as much as I would like. Thank you for having me in the accessible go family. God bless you. Happy Holidays,child handicap,1,0,1,1,0,0,disputed
1581,"From a community member: I plan to visit Tacoma, WA this fall. I will be staying with my family, but I will need a scooter. I am looking for rental companies. I also want to travel to the National Parks including Yosemite and Yellowstone. I am interested in tours that are accessible. Any suggestions would be helpful.",child handicap,1,0,1,0,0,0,disputed
1063,"Does anyone have suggestions for this member? I am going on a cruise in a couple of weeks. I will be taking my manual wheelchair and a stroller. Does anyone know how I can package my walker basket, cushion and back from my wheelchair. Will this all just go in the overhead bins as carry on luggage?",child handicap,1,0,1,1,0,0,disputed
411,"While searching for ADA hotels/motels around Western New York, I came across this. Some do not say whether they are accessible or not, so you have the option to contact the hotel. Well, this looked nice, so I sent them a message. This is their reply: Three of our rooms are handicap accessible. However, we do not have an elevator in the building and the hotel is located on the 2nd floor of a historical building. https://www.booking.com/hotel/us/webber.html?aid=2057903&label=q_and_a_UmFuZG9tSVYkc2RlIyh9YWayva3ct2_1zZ9cbFIiQgdTe96XTJo9kGcISjkgILVfhps7SIq9n8h-A4UAuR1mu3lckxagar5R&sid=1cdb0249e536f302d08c9936cc307c94&breadcrumb=hotel&",handicap,1,0,0,0,0,0,disputed
1185,"Hi guys - as a service, accessibleGO is currently focused on American/domestic travel, but I couldn’t resist sharing these very cool international travel opportunity that somebody shared with us recently. If any of you have ever had a safari on your bucket list, this might be a game-changer. 🙂 Ximuwu Lodge is a new, wheelchair-friendly lodge located in South Africa, on the border of Kruger National Park. Their representative describes their offering as: Our lodge, located in the greater kruger, is designed specifically to accommodate guests with mobility challenges, with a range of wheelchair-friendly features throughout the property. Our gameviewer, shuttle bus, bar, spa, photographic hides, boma, and all other amenities are fully accessible, ensuring that guests with mobility challenges can enjoy every aspect of their stay. In addition to being wheelchair-friendly, our lodge is also exclusive use, offering guests a private and luxurious experience that is unmatched in the region. We believe that this combination of accessibility and exclusivity makes our lodge an ideal choice for travelers who are looking for a unique and unforgettable experience. Thought you guys might appreciate! Sounds like an exciting experience.",handicap,1,0,0,0,0,0,disputed
536,"I am Que. I have severe osteoarthritis in both hips and my right ankle due to a bizarre accident 50 years ago.I spent a year on crutches, with all my weight on my left leg, then another year using a cane. this was in 1974 and 1975. when the Pandemic started my Y closed and I didn’t keep up with my exercise routine.I have become increasingly disabled over the years, finding various helps when I needed them. I now use one ski walking pole and one Strong Arm. I am looking at getting either an electric wheelchair or a scooter for traveling as I am super slow when walking and my hip starts hurting after walking about a block. I understand from reading these posts that Viator has good accessible tours. are there accessible boat tours? the other times my wife and I have traveled in Europe we have taken boat tours of the canals and rivers but some of them were really hard for me to get to with one cane. I don’t think I could go down the stairs or clamber around a boat now.",handicap,1,0,0,0,0,0,disputed
1325,"From a Community Member: My family is considering a trip to Italy (2024) for the closing ceremony of the Olympics. We would then travel to a couple other countries. My oldest has Cerebral Palsy and utilizes a power wheelchair. My husband is having second thoughts because of this. Might you have any suggestions and tips to help encourage us? I’m thinking this will be one of her few, or only, opportunities to travel abroad. Thanks for your help!",child handicap,1,0,1,0,0,0,disputed
923,Am a below knee amputee with prosthetic leg planning a cruise to the Antarctic. Am over 70 and active only need a walk-in shower in my cabin vs a full ADA cabin. Interested if any recommendations for a cruise line with excursions that I can manage. Will not walk on ice but can ride zodiacs. Like Silver Seas. Any suggestions?,handicap,1,0,0,0,0,0,disputed
15,"I’m just back from a three week, six country vacation in Europe. As a person with a spinal cord injury who cannot stand/walk, the past 35 years of air travel has been extremely frustrating and sometimes physically painful. I always come home saying I never want to stop traveling, but I wish, just once, the air travel would go smoothly. Well this time was oh so close! Nearly as perfect as it could get. I fly United out of O’Hare a number of times per year. In comparing O’Hare against most of the European airports I’ve been through, it has always provided the least attention to me as a wheelchair user. This time, something was different. More special treatment, a specific line at customs, and better trained personnel from the agents to the lift assistants. What, Finally?? It would have been an absolutely mind blowing experience had my chair been at the plane door when I arrived back in Chicago. The agent said I’d have to go to baggage claim to get it. Knowing my rights, I said my chair must be delivered to the door. (Ok, technically “as close to the door as possible”). Funny, within literally seconds, my chair appeared. What? OK. That was it. The attendant wheeled me through the wheelchair line at customs and we were out the door. Just wanted to share. Hope this is the start of a trend. 🤞 For the trip we flew into Amsterdam and out of Zurich. I splurged and hired a driver for the Netherlands and Belgium where we attended the Fomula 1 Dutch Grand Prix practice day and visited a few WWI & II memorial sites. I set up the hotels and sites on my own for this part of the trip. Then we made our way to France where we met some friends and hired the Claire & George Foundation (C&G)based in Bern Switzerland to drive us through Luxembourg, Germany, and Switzerland. C&G provided a driver, set up all accessible hotels, and any attraction and event tickets for us They even arranged a hoyer lift for me to be delivered to our hotels It was a wonderful, stress-free trip that included the Mosel Wine festival and a Champaign region tour I highly recommend C&G. They are easy to work with and can help plan the type of travel you like. Last year they set up a mostly train tour of Switzerland for us. After all the years of setting up my own travel, it was nice to have someone else do the work. Now, if they could only take care of those cobblestones… Happy to share locations and hotels. Just ask. ~Wendy",handicap,1,0,0,0,0,0,disputed
1718,We are looking to rent an accessible cabin for a week in WI or MN or would potentially consider Upper MI. We would like there to be fishing and/ or swimming access nearby preferably outside the cabin itself. Any suggestions would be greatly appreciated. Thanks in advance.,handicap,1,0,0,0,0,0,disputed
664,Trying to find a centrally located accessible hotel in Rome. Any suggestions?,handicap,1,0,0,0,0,0,disputed
1057,"I’m a young (in denial) and active senior that has been helping with my ex Mother In Law. She is in a Thrive memory care facility in Columbus, GA. She has mild but progressing dementia and is in a wheelchair due to a stroke taking her left leg. I go visit and/or pick her up from time to time and take her to some place fun. Before her stroke, we were having a ball hitting all of the county and state parks. That girl loves a Road Trip. Our last overnight, hotel experience was extremely inadequate and stressful. I’m so glad I found this site via AARP. Hopefully with this service and your input, she and I can hit the road again (after the heat goes away). Cheers and Sweet Tea for everyone! War Eagle Anna :)",handicap,1,0,0,0,0,0,disputed
1587,From a community member: I am looking to rent a travel power chair for a weekend. Any suggestions where I can rent one? I live in Monmouth County New Jersey.,handicap,1,0,0,0,0,0,disputed
798,"Hi Everyone ~ I am so thankful for finding this site. My fiancee is a Quadriplegic in a Power Chair. We live in New Orleans Louisiana and I am looking to take him on our first “trip”. Can yall give me any recommendations or tips where I can find accommodations such as AirBNB, etc? Is there a good website or something that I could look at options in Florida, Tennessee, Arkansas……I have read some of you bring your medical supplies Hoyer lift, Shower Chair, Etc and others have rented equipment. Thank you in advance for all your recommendations and suggestions!",handicap,1,0,0,0,0,0,disputed
140,Hello everyone! I thought I would do some tips on disability tags and see if that is helpful. Hope everyone is well!,handicap,1,0,0,0,0,0,disputed
